assessment_name,description,test_type,url
Biochemistry (New),Biochemistry (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/biochemistry-new/
Biotech Lab Techniques (New),Biotech Lab Techniques (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/biotech-lab-techniques-new/
BizTalk (New),BizTalk (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/biztalk-new/
Business Communication (adaptive),Business Communication (adaptive) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/business-communication-adaptive/
Business Communications,Business Communications assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/business-communications/
C Programming (New),C Programming (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/c-programming-new/
C# Programming (New),C# Programming (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4039/
C++ Programming (New),C++ Programming (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4122/
Cardiology and Diabetes Management (New),Cardiology and Diabetes Management (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/cardiology-and-diabetes-management-new/
Ceramic Engineering (New),Ceramic Engineering (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/ceramic-engineering-new/
Chemical Engineering (New),Chemical Engineering (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/chemical-engineering-new/
Cisco AppDynamics (New),Cisco AppDynamics (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/cisco-appdynamics-new/
Civil Engineering (New),Civil Engineering (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/civil-engineering-new/
Cloud Computing (New),Cloud Computing (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/cloud-computing-new/
RemoteWorkQ Participant Report,RemoteWorkQ Participant Report assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-participant-report/
RESTful Web Services (New),RESTful Web Services (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/restful-web-services-new/
Retail Sales and Service Simulation,Retail Sales and Service Simulation assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/retail-sales-and-service-simulation/
Reviewing Forms - US (R1),Reviewing Forms - US (R1) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/reviewing-forms-us-r1/
Ruby (New),Ruby (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/ruby-new/
Ruby on Rails (New),Ruby on Rails (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/ruby-on-rails-new/
Sales & Service Phone Simulation,Sales & Service Phone Simulation assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-simulation/
Sales & Service Phone Solution,Sales & Service Phone Solution assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-solution/
Sales Interview Guide,Sales Interview Guide assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/sales-interview-guide/
Sales Profiler Cards,Sales Profiler Cards assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/sales-profiler-cards/
Sales Transformation 1.0 - Individual Contributor,Sales Transformation 1.0 - Individual Contributor assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-individual-contributor/
Sales Transformation 2.0 - Individual Contributor,Sales Transformation 2.0 - Individual Contributor assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/salestransformationreport2-0-individualcontributor/
Data Entry (New),Data Entry (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/data-entry-new/
Data Entry Alphanumeric Split Screen - US,Data Entry Alphanumeric Split Screen - US assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/data-entry-alphanumeric-split-screen-us/
Data Entry Numeric Split Screen - US,Data Entry Numeric Split Screen - US assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/data-entry-numeric-split-screen-us/
Data Entry Ten Key Split Screen,Data Entry Ten Key Split Screen assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/data-entry-ten-key-split-screen/
Data Science (New),Data Science (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/data-science-new/
Data Warehousing Concepts,Data Warehousing Concepts assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/data-warehousing-concepts/
Dependability and Safety Instrument (DSI),Dependability and Safety Instrument (DSI) assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/dependability-and-safety-instrument-dsi/
Dermatology (New),Dermatology (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/dermatology-new/
Desktop Support (New),Desktop Support (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/desktop-support-new/
Digital Advertising (New),Digital Advertising (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/digital-advertising-new/
Digital Readiness Development Report - IC,Digital Readiness Development Report - IC assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/digital-readiness-development-report/
Digital Readiness Development Report - Manager,Digital Readiness Development Report - Manager assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/digital-readiness-development-report-manager/
Docker (New),Docker (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/docker-new/
Dojo (New),Dojo (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/dojo-new/
Drupal (New),Drupal (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/drupal-new/
DSI v1.1 Interpretation Report,DSI v1.1 Interpretation Report assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/dsi-v1-1-interpretation-report/
Econometrics (New),Econometrics (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/econometrics-new/
Economics (New),Economics (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/economics-new/
Electrical and Electronics Engineering (New),Electrical and Electronics Engineering (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/electrical-and-electronics-engineering-new/
Electrical Engineering (New),Electrical Engineering (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/electrical-engineering-new/
Electronics & Telecommunications Engineering (New),Electronics & Telecommunications Engineering (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/electronics-and-telecommunications-engineering-new/
Electronics and Embedded Systems Engineering (New),Electronics and Embedded Systems Engineering (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/
Electronics and Semiconductor Engineering (New),Electronics and Semiconductor Engineering (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/electronics-and-semiconductor-engineering-new/
English Comprehension (New),English Comprehension (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/english-comprehension-new/
Social Media (New),Social Media (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/social-media-new/
Software Business Analysis,Software Business Analysis assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/software-business-analysis/
SonarQube (New),SonarQube (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/sonarqube-new/
Spelling (U.S.) (New),Spelling (U.S.) (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/spelling-u-s-new/
Split Screen Typing Test - Form 1,Split Screen Typing Test - Form 1 assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/split-screen-typing-test-form-1/
Spring (New),Spring (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/spring-new/
SQL (New),SQL (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/sql-new/
SQL Server (New),SQL Server (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/sql-server-new/
SQL Server Analysis Services (SSAS) (New),SQL Server Analysis Services (SSAS) (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/
SQL Server Integration Services (SSIS) (New),SQL Server Integration Services (SSIS) (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/sql-server-integration-services-ssis-new/
SQL Server Reporting Services (SSRS) (New),SQL Server Reporting Services (SSRS) (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/sql-server-reporting-services-ssrs-new/
Statistical Analysis System (New),Statistical Analysis System (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/statistical-analysis-system-new/
Executive Scenarios Profile Report,Executive Scenarios Profile Report assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/executive-scenarios-profile-report/
ExpressJS (New),ExpressJS (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/expressjs-new/
Filing - Names (R1),Filing - Names (R1) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/filing-names-r1/
Filing - Numbers,Filing - Numbers assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/filing-numbers/
Financial Accounting (New),Financial Accounting (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/financial-accounting-new/
Financial and Banking Services (New),Financial and Banking Services (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/financial-and-banking-services-new/
Fire Engineering (New),Fire Engineering (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/fire-engineering-new/
Following Instructions v1 - UK (R1),Following Instructions v1 - UK (R1) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/following-instructions-v1-uk-r1/
Following Instructions v1 - US (R2),Following Instructions v1 - US (R2) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/following-instructions-v1-us-r2/
Food and Beverage Services (New),Food and Beverage Services (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/food-and-beverage-services-new/
Food Science (New),Food Science (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/food-science-new/
Front Office Management (New),Front Office Management (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/front-office-management-new/
Teradata Development (New),Teradata Development (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/teradata-development-new/
Time Management (U.S.),Time Management (U.S.) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/time-management-u-s/
Training Development,Training Development assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/training-development/
Typing (New),Typing (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/typing-new/
UiPath RPA Development (New),UiPath RPA Development (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/uipath-rpa-development-new/
Universal Competency Framework Interview Guide,Universal Competency Framework Interview Guide assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-interview-guide/
Universal Competency Framework Job profiling guide,Universal Competency Framework Job profiling guide assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-job-profiling-guide/
Universal Competency Framework Profiler Cards (44),Universal Competency Framework Profiler Cards (44) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-profiler-cards-44/
UNIX (New),UNIX (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/unix-new/
VB.NET (New),VB.NET (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/vb-net-new/
Verify - Deductive Reasoning,Verify - Deductive Reasoning assessment provided by SHL to evaluate relevant skills.,A,https://www.shl.com/solutions/products/product-catalog/view/verify-deductive-reasoning/
Verify - Following Instructions,Verify - Following Instructions assessment provided by SHL to evaluate relevant skills.,A,https://www.shl.com/solutions/products/product-catalog/view/verify-following-instructions/
Instrumentation Engineering (New),Instrumentation Engineering (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/instrumentation-engineering-new/
Interpersonal Communications,Interpersonal Communications assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/interpersonal-communications/
Interviewing and Hiring Concepts (U.S.),Interviewing and Hiring Concepts (U.S.) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/
iOS Development (New),iOS Development (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/ios-development-new/
ITIL (IT Infrastructure Library) (New),ITIL (IT Infrastructure Library) (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/itil-it-infrastructure-library-new/
Java 2 Platform Enterprise Edition 1.4 Fundamental,Java 2 Platform Enterprise Edition 1.4 Fundamental assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/java-2-platform-enterprise-edition-1-4-fundamental/
Java 8 (New),Java 8 (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/java-8-new/
Java Design Patterns (New),Java Design Patterns (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/java-design-patterns-new/
Java Frameworks (New),Java Frameworks (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/java-frameworks-new/
Java Platform Enterprise Edition 7 (Java EE 7),Java Platform Enterprise Edition 7 (Java EE 7) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/
Java Web Services (New),Java Web Services (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/java-web-services-new/
JavaScript (New),JavaScript (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/javascript-new/
Written English v1,Written English v1 assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/written-english-v1/
Written Spanish,Written Spanish assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/written-spanish/
Zabbix (New),Zabbix (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/zabbix-new/
360 Digital Report,360 Digital Report assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/360-digital-report/
360° Multi-Rater Feedback System (MFS),360° Multi-Rater Feedback System (MFS) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/360-multi-rater-feedback-system-mfs/
Manual Testing (New),Manual Testing (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/manual-testing-new/
Manufac. & Indust. - Mechanical & Vigilance 8.0,Manufac. & Indust. - Mechanical & Vigilance 8.0 assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/mechanical-and-vigilance-focus-8-0/
Manufac. & Indust. - Safety & Dependability 8.0,Manufac. & Indust. - Safety & Dependability 8.0 assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/safety-and-dependability-focus-8-0/
Manufacturing & Industrial - Essential Focus 8.0,Manufacturing & Industrial - Essential Focus 8.0 assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/essential-focus-8-0/
Manufacturing & Industrial - Mechanical Focus 8.0,Manufacturing & Industrial - Mechanical Focus 8.0 assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/mechanical-focus-8-0/
Manufacturing & Industrial - Vigilance Focus 8.0,Manufacturing & Industrial - Vigilance Focus 8.0 assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/vigilance-focus-8-0/
Marketing (New),Marketing (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/marketing-new/
Maven (New),Maven (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/maven-new/
Mechanical Engineering (New),Mechanical Engineering (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/mechanical-engineering-new/
Mechatronics Engineering (New),Mechatronics Engineering (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/mechatronics-engineering-new/
Medical Terminology (New),Medical Terminology (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/medical-terminology-new/
Metallurgical Engineering (New),Metallurgical Engineering (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/metallurgical-engineering-new/
MFS 360 Enterprise Leadership Report,MFS 360 Enterprise Leadership Report assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-enterprise-leadership-report/
MFS 360 UCF Group Report,MFS 360 UCF Group Report assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-group-report/
MFS 360 UCF Performance Potential Dev Tips Report,MFS 360 UCF Performance Potential Dev Tips Report assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-performance-potential-dev-tips-report/
MFS 360 UCF Standard Report,MFS 360 UCF Standard Report assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-standard-report/
Micro Focus Unified Functional Testing (New),Micro Focus Unified Functional Testing (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/micro-focus-unified-functional-testing-new/
Microservices (New),Microservices (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/microservices-new/
Microsoft Dynamics Development (New),Microsoft Dynamics Development (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/microsoft-dynamics-development-new/
Microsoft Excel 365 - Essentials (New),Microsoft Excel 365 - Essentials (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-essentials-new/
Microsoft Excel 365 (New),Microsoft Excel 365 (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-new/
Microsoft Outlook 2013 (adaptive),Microsoft Outlook 2013 (adaptive) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/microsoft-outlook-2013-adaptive/
Microsoft PowerPoint 365 - Essentials (New),Microsoft PowerPoint 365 - Essentials (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/microsoft-powerpoint-365-essentials-new/
Microsoft SQL Server 2014 Programming,Microsoft SQL Server 2014 Programming assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/microsoft-sql-server-2014-programming/
Microsoft Windows Server 2012 Administration,Microsoft Windows Server 2012 Administration assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/microsoft-windows-server-2012-administration/
Microsoft Word 365 - Essentials (New),Microsoft Word 365 - Essentials (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/microsoft-word-365-essentials-new/
Microsoft Word 365 (New),Microsoft Word 365 (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/microsoft-word-365-new/
Mineral Engineering (New),Mineral Engineering (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/mineral-engineering-new/
Mining Engineering (New),Mining Engineering (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/mining-engineering-new/
Mobility (New),Mobility (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/mobility-new/
Molecular Biology (New),Molecular Biology (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/molecular-biology-new/
MongoDB (New),MongoDB (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/mongodb-new/
Motivation Questionnaire MQM5,Motivation Questionnaire MQM5 assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/motivation-questionnaire-mqm5/
MQ Candidate Motivation Report,MQ Candidate Motivation Report assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/mq-candidate-motivation-report/
MQ Employee Motivation Report,MQ Employee Motivation Report assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/mq-employee-motivation-report/
MQ Motivation Report Pack,MQ Motivation Report Pack assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/mq-motivation-report-pack/
Occupational Personality Questionnaire OPQ32r,Occupational Personality Questionnaire OPQ32r assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/occupational-personality-questionnaire-opq32r/
Operations Management (New),Operations Management (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/operations-management-new/
OPQ Candidate Plus Report,OPQ Candidate Plus Report assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-candidate-plus-report/
OPQ Candidate Report 2.0,OPQ Candidate Report 2.0 assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-candidate-report-2-0/
OPQ Emotional Intelligence Report,OPQ Emotional Intelligence Report assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-emotional-intelligence-report/
OPQ Leadership Report,OPQ Leadership Report assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-leadership-report/
OPQ Manager Plus Report,OPQ Manager Plus Report assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-manager-plus-report/
OPQ Manager Plus Report 2.0,OPQ Manager Plus Report 2.0 assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-manager-plus-report-2-0/
OPQ Maximising your Learning Report,OPQ Maximising your Learning Report assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-maximising-your-learning-report/
OPQ MQ Sales Report,OPQ MQ Sales Report assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-mq-sales-report/
OPQ Premium Plus Report,OPQ Premium Plus Report assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-premium-plus-report/
OPQ Premium Plus Report 2.0,OPQ Premium Plus Report 2.0 assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-premium-plus-report-2-0/
OPQ Profile Report,OPQ Profile Report assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-profile-report/
OPQ Team Impact Group Development Report,OPQ Team Impact Group Development Report assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-group-development-report/
OPQ Team Impact Individual Development Report,OPQ Team Impact Individual Development Report assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-individual-development-report/
OPQ Team Impact Selection Report,OPQ Team Impact Selection Report assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-selection-report/
OPQ Team Types & Leadership Styles Profile,OPQ Team Types & Leadership Styles Profile assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/
OPQ Team Types and Leadership Styles Report,OPQ Team Types and Leadership Styles Report assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-team-types-and-leadership-styles-report/
OPQ UCF Development Action Planner Report 1.0,OPQ UCF Development Action Planner Report 1.0 assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-ucf-development-action-planner-report/
OPQ UCF Development Action Planner Report 2.0,OPQ UCF Development Action Planner Report 2.0 assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-ucf-development-action-planner-report-2-0/
OPQ Universal Competency Report 1.0,OPQ Universal Competency Report 1.0 assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-universal-competency-report/
OPQ Universal Competency Report 2.0,OPQ Universal Competency Report 2.0 assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-universal-competency-report-2-0/
OPQ User and Managers Report,OPQ User and Managers Report assessment provided by SHL to evaluate relevant skills.,P,https://www.shl.com/solutions/products/product-catalog/view/opq-user-and-managers-report/
OPQ User Report,OPQ User Report assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/opq-user-report/
Pharmaceutical Chemistry (New),Pharmaceutical Chemistry (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-chemistry-new/
Pharmaceutical Science (New),Pharmaceutical Science (New) assessment provided by SHL to evaluate relevant skills.,K,https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-science-new/
